cluster,points,position,total_matches,total_wins,win_rate,game_diff,log_social,log_points,clutch_rate,trajectory_slope
0,375.0078883495146,397.0091019417476,0.42475728155339804,0.08131067961165049,0.008801870613410333,-1.5716019417475728,0.014482645792461538,4.340514260631423,0.0034433490592471177,-3.2817556634304204
1,6.191987306624355,1479.8302261007536,0.009123363744545815,0.0003966679888932963,9.916699722332408e-05,-0.06188020626735422,0.004670336993421453,1.8442538357051272,9.916699722332408e-05,-1.1312309929921989
2,1119.8947368421052,146.04511278195488,40.45864661654135,19.857142857142858,0.50904813965557,-5.548872180451128,0.43159440686915046,6.4904887149246955,0.5900372841162885,9.8734335839599
3,7876.117647058823,12.470588235294118,122.58823529411765,77.52941176470588,0.6277856328793294,204.94117647058823,10.168539054203027,8.679879175983007,0.586235690266645,1.343137254901961
