player_name,country,points,position,instagram_followers,youtube_subscribers,tiktok_followers,twitter_followers,wikipedia_views,gender,total_matches,total_wins,total_games_won,total_games_lost,tournaments_played,years_active,avg_round,max_round,matches_3set,avg_dominance,win_rate,game_diff,clutch_rate,wr_early,wr_mid,wr_late,wr_major,wr_p1,wr_p2,unique_partners,partner_loyalty,trajectory_slope,pts_growth,pos_improvement,gender_enc,country_enc,total_social,log_social,log_points,cluster,cluster_gmm,cluster_hier,segment
Gracia Radovanovic,SRB,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Livane Jouanlanne,FRA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Layan Najaf,BRN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Aina Maria Rotger Martorell,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Gema Macias Trujillano,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Asta Renemark,SWE,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Anna Kurkul,IRL,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Elsa Blom,SWE,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Martina Pugliesi,ITA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Alexandra Rodicheva,KAZ,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Nattiya Hothong,THA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Valeriia Bragina,RUS,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Roxanna Agdas Keshavarz,GBR,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Abrar Nema,BRN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Macarena Gomez,ARG,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Noelle Conchita Corazon Manalac,PHI,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Fatima Ezzeddine,LBN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Lea Subotic,CRO,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Yiwen Zhang,CHN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Antonella Cavicchi,ITA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Julie Masson,FRA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Mariana Lavieri Silva,BRA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Birte Svenssen,NOR,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Sonja Balic,AUS,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Anastasia Anufrieva,RUS,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Antonia Gon̤alves,BRA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Mei Ling Young,MAS,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Casty Manon,FRA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Karina Dimova,BUL,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Ilena Matricardi,ITA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Diletta Mancinelli,ITA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Antonella Sol D'Angelo,ARG,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Claudia Fraile,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Rebeka Kalnozola,LAT,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Liza Tsotsoria,GEO,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Matilda Vainio,FIN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Marsa Laukkoski,FIN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Susan Mc Rann,IRL,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Katie Nolan,IRL,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Tara Jerika Cabullo,PHI,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Martina Klimic,CRO,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Samira Biyabani Zonouz,IRI,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Sara Lopez Viejo,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Urara Chihara,JPN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Yasmine Hojeij,CIV,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Valeria Andrea Rothe,VEN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,103,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Jessica Tran,AUS,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Juli Sarkar,JPN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Karine Duclos,FRA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Monica Andrea Barruffaldi,ARG,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Luz Maria Diaz Lopez,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Elena Draghicchio,ITA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Alba Bruna Corrales,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Frederique Lagarde,FRA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Lingxiu Xu,CHN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Alise Vaidere,LAT,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Milena Poffo Messas,BRA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Anna Zuka,IRL,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Bogdan Elena,ROU,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Fuman Xie,CHN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Gara Santana Gazol,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Mariam Takniashvili,GEO,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Julia Adrados Buades,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Chutima Chitpitak,THA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Elisa Mosos,AUS,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Michelle Paz Coccio,CHI,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Paula Fernandez Guzman,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Mia Lopez,ARG,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Maria Teresa Soto Arroyo,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Irene Hervas Jimenez De Cisneros,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Nthabeleng Mokalodise,RSA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Fatima Awad,EGY,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Noriko Toda,JPN,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Gema Calvo Perez,ESP,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Kelly Yamamoto,USA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,101,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Ana Renda,AUS,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Macarena Lobo Ramirez,CHI,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Jennifer Den̩cheau,FRA,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Camila De Santana,NOR,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69,0.0,0.0,1.791759469228055,1,2,3,Newcomers
Agostina Szyller,ARG,5,1009,0.0,0.0,0.0,0.0,0.0,femme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1.791759469228055,1,2,3,Newcomers
